,FIPS,State,County,total_votes,GOP,DEM,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unemployed
447,6021,CA,Glenn,10890,6854,3815,685,3,27935,14213,13722,11397,14666,223,475,726,84,16753,46260,5475,7123,6313,5503,4972,6676,4470,21203,3464,112,1089,447,1592,24,10775,19806,4833,3045,251,9.2,257002
448,6109,CA,Tuolumne,29820,17302,11808,291,6,53899,28029,25870,6360,43550,916,701,593,108,43977,54325,7330,7438,17679,13798,11427,6306,4689,43281,4581,323,1294,916,3503,27,20401,37029,9756,6899,162,7.9,425802
449,30029,MT,Flathead,60132,38233,20238,3615,27,96147,47965,48182,2500,89609,288,1250,481,0,74055,51410,13076,17979,32690,17595,25094,11538,9230,78264,6634,769,3173,1827,5577,19.1,46250,76341,12884,6634,288,4,384588
450,29209,MO,Stone,18378,14716,3486,753,11,31529,15426,16103,662,29984,63,347,32,32,25955,43292,4036,5833,8765,6022,8134,5013,3594,24183,4225,0,599,158,2365,28.9,12223,24719,3216,3531,95,7.7,242773
451,20167,KS,Russell,3429,2765,591,210,4,6987,3558,3429,196,6512,84,14,0,70,5463,48427,964,1418,2390,1265,1062,964,1307,6121,405,7,154,63,238,14.7,3387,5080,1314,552,42,4.8,33538
452,26117,MI,Montcalm,32086,21815,9703,790,12,62956,32441,30515,2141,57920,1259,315,315,63,48157,44651,11017,15928,15424,10199,14606,8121,14606,51750,6547,252,1259,693,2455,30,25787,51876,6799,4092,189,7,440692
453,53003,WA,Asotin,11795,7259,4233,294,8,22259,10594,11665,801,20300,89,200,200,22,17464,47483,3005,4274,6678,4341,6077,2471,2693,18052,2003,67,579,623,913,15.4,9824,17496,3584,1157,22,6.7,149135
454,13313,GA,Whitfield,36746,25636,10670,5701,64,103963,51566,52397,35555,61858,4055,104,1455,0,62068,43871,19961,29629,23080,12268,23288,9357,35971,88057,11228,104,1144,1663,1767,20.5,46465,89824,10292,3639,104,8,831704
455,19081,IA,Hancock,6161,4390,1683,410,6,10971,5519,5452,428,10291,66,33,11,0,8396,57840,998,1317,3577,1602,2205,998,2578,8689,900,55,252,132,933,18.2,5653,8349,1382,1163,66,1.7,18651
456,31027,NE,Cedar,4996,4174,725,168,0,8561,4349,4212,146,8304,0,68,0,0,6400,57208,830,1190,2988,1344,1815,1207,1199,6566,574,0,445,128,839,16.4,4599,5950,1318,1241,51,1.6,13698
457,48211,TX,Hemphill,1720,1486,206,156,1,4152,1976,2176,1462,2566,29,17,12,0,2336,68679,365,594,1300,639,1067,718,424,3164,644,0,191,0,149,16,1898,3060,702,390,0,6.9,28649
458,37113,NC,Macon,20589,14152,6213,773,7,34160,16467,17693,2323,30573,444,205,273,0,26672,40659,6046,10555,9872,8745,7720,4509,3314,27567,3314,137,547,1230,1366,21.4,13584,26098,4133,3826,102,4.9,167384
459,27095,MN,Mille Lacs,14666,9953,4403,498,20,25635,12847,12788,564,22892,103,1230,154,0,19263,53737,2948,3794,7127,4896,5178,3948,4486,20354,2769,179,692,410,1256,30,12117,20662,3153,1794,26,6.6,169191
460,19147,IA,Palo Alto,4950,3370,1519,353,2,9110,4540,4570,219,8591,173,18,46,0,6843,50470,647,966,3034,1786,1831,938,1521,7160,1157,27,392,137,246,15.3,4819,6723,1585,774,36,1.3,11843
461,41045,OR,Malheur,11653,8101,3202,1985,38,30421,16514,13907,10069,18770,274,213,487,30,20573,37112,7666,11195,8062,6723,5658,4807,5172,23029,3438,91,1430,761,1704,18.9,10824,22451,5324,2495,183,8.6,261621
462,26001,MI,Alcona,7063,4848,2142,55,3,10413,5247,5166,146,9996,31,52,42,0,8984,39424,1552,2260,2447,2176,2385,1375,2041,8414,1000,21,187,239,552,24,3357,8153,1458,781,21,9.3,96841
463,21145,KY,McCracken,33521,21820,11190,1299,12,65285,31169,34116,1567,54578,7247,131,457,0,50386,42894,11164,15930,22197,12665,15864,6137,8422,56667,4244,261,1306,718,2089,18.1,28766,51836,8618,4701,65,4.9,319897
464,26013,MI,Baraga,4036,2512,1478,125,4,8580,5112,3468,129,6272,1356,403,43,0,6953,42757,1236,1965,2214,1930,2068,867,1502,7139,729,0,300,77,343,19,2485,6658,1424,463,34,6,51480
465,31177,NE,Washington,12413,8583,3554,559,7,20414,10118,10296,572,19332,204,20,61,0,15268,66485,2001,3001,7574,2960,5063,2388,2429,17168,1204,41,817,143,1062,20.8,10805,16780,2388,1184,41,1.7,34704
466,26047,MI,Emmet,22176,12135,9662,332,4,32978,16359,16619,528,30142,165,726,198,33,26034,51475,3529,4353,11542,7255,7585,3397,3232,25888,3166,66,1385,528,1946,19.1,16237,27075,3034,2836,66,6.1,201166
467,40015,OK,Caddo,9859,7013,2670,1187,26,29437,15383,14054,3562,16897,648,6594,118,29,20968,41626,6123,8154,8566,5210,6358,5004,4298,24256,3415,118,677,324,648,22.9,11207,19605,7389,2384,59,7.6,223721
468,27023,MN,Chippewa,6611,4250,2226,497,3,12040,5994,6046,759,10692,72,169,84,120,8897,57601,1336,2107,3865,2408,2239,1445,2083,9560,1023,120,397,108,831,15.3,6270,9319,1722,975,36,2,24080
469,41023,OR,Grant,4593,3544,928,14,0,7209,3647,3562,260,6618,29,72,29,0,5854,44826,988,1593,2797,1204,1413,1074,721,5385,829,14,433,58,483,17.2,2983,4268,2184,735,22,7.6,54788
470,20107,KS,Linn,4903,3940,863,117,1,9602,4793,4809,250,9016,67,96,29,0,7366,46576,1671,1815,2372,1565,2189,1834,1642,8075,979,29,115,67,336,32.8,4141,7192,1604,807,10,5.8,55692
471,13083,GA,Dade,7434,6066,1261,376,6,16282,7956,8326,358,15273,81,114,179,114,13024,43163,2849,3745,4250,3501,3517,2361,2654,12342,2019,33,1156,81,635,26.4,7719,13156,1677,1400,49,4.8,78154
472,51117,VA,Mecklenburg,16204,9266,6803,904,35,30959,14944,16015,836,18637,11052,93,31,0,24920,41126,5232,7090,9969,6285,6842,2848,5015,24798,3436,62,495,898,1269,24.7,12739,23126,6130,1672,0,5,154795
473,13095,GA,Dougherty,35308,10449,24579,3318,191,91522,42377,49145,2380,23979,62601,92,732,0,67545,34541,27914,41826,27731,20409,20959,7230,15193,70930,11623,2013,2288,732,4027,18.9,34494,66170,21599,3661,92,15.8,1446048
474,6033,CA,Lake,11038,3955,6874,727,18,64095,31788,32307,12434,45956,1346,2051,897,0,48145,40446,14614,20254,16537,16985,13716,10319,6474,45700,7371,641,1923,385,8012,28.9,22691,43777,12819,7307,192,11.2,717864
475,50001,VT,Addison,870,379,445,124,2,36825,18214,18611,810,34247,331,110,700,0,29510,61875,2872,3314,15025,6039,6702,4824,4235,26698,3167,258,2799,442,3462,23.8,19872,28687,3793,4235,110,4.4,162030
476,47081,TN,Hickman,9832,7577,2130,846,15,24502,12830,11672,564,22199,1225,0,49,0,18999,39333,4827,6027,6224,4190,4974,3969,5170,19455,2769,74,490,637,1078,36.3,9659,18352,3651,2475,25,6.2,151912
477,18133,IN,Putnam,16595,12278,3946,837,17,37543,19747,17796,939,34502,1164,75,375,0,29794,55295,4355,7283,10700,6570,8560,4317,7434,29734,3642,0,2778,300,1089,25,16283,31799,3980,1765,0,5.1,191469
478,42023,PA,Cameron,2434,1771,634,10,0,4754,2419,2335,38,4592,52,10,19,0,3883,40402,685,1236,1098,894,803,566,1388,3756,518,19,285,57,124,17.6,2127,3689,723,323,24,4.1,19491
479,5099,AR,Nevada,3358,2133,1076,335,14,8528,4444,4084,34,5407,2848,9,119,0,6570,36995,1961,2900,2465,1748,1288,1177,1851,7326,665,60,94,162,230,29.9,3294,6242,1936,358,0,4.8,40934
480,48253,TX,Jones,6691,5621,989,610,3,19969,12658,7311,5432,10943,2896,20,60,0,15944,48601,3175,3974,6370,4793,3894,2097,2816,15356,3315,0,539,200,559,20.2,5057,13080,4633,2217,60,4.2,83870
481,51067,VA,Franklin,29630,20895,8381,945,6,56277,27631,28646,1519,49017,4446,113,225,0,44696,51208,8329,12662,18459,8610,13563,6472,9117,44684,5684,281,1182,844,3602,30.2,25460,45359,7372,3489,56,5.4,303896
482,51047,VA,Culpeper,27116,16012,10617,1401,18,49795,25057,24738,4830,35404,6772,149,697,0,35270,69693,4432,5129,17976,8963,10905,6424,5527,40284,5278,548,797,647,2241,39.7,23377,37894,8515,3286,50,5.9,293791
483,48117,TX,Deaf Smith,4608,3293,1263,1042,27,18947,9499,9448,13566,4907,152,57,95,19,10652,51543,3410,5078,5248,2425,3505,2842,4926,16105,2179,95,76,76,417,13.1,8619,15328,2444,1042,133,5,94735
484,20147,KS,Phillips,3278,2855,373,209,9,5446,2658,2788,174,5125,22,16,16,5,4110,46806,441,588,1792,926,1187,779,768,4346,447,0,300,27,327,14.1,2770,3867,1024,561,0,1.8,9803
485,29023,MO,Butler,18165,14599,3301,1313,8,42826,20735,22091,857,38115,2313,214,300,0,32460,37878,9250,12848,12505,7709,10621,3597,8394,34603,4497,300,1113,899,1413,18,16983,33233,6809,2698,86,9.2,393999
486,20117,KS,Marshall,5023,3662,1239,77,0,9859,4937,4922,237,9366,30,30,30,30,7513,50420,877,1114,3027,1420,2080,1065,2268,7936,730,79,513,158,444,15.5,4875,7355,1430,1045,30,4.1,40422
487,54071,WV,Pendleton,3659,2782,820,79,1,7138,3583,3555,79,6760,236,0,7,0,5834,39554,1335,2184,1799,1285,1142,1449,1456,4989,1299,21,164,64,607,32.1,2726,4718,1656,700,57,5,35690
488,26141,MI,Presque Isle,8360,5343,2912,81,1,12854,6419,6435,154,12314,64,51,51,0,10690,43758,1915,2969,3535,2545,2635,1864,2275,10270,1427,13,437,154,553,24.4,4530,9949,1684,1183,39,11.4,146536
489,5009,AR,Boone,17103,13644,3061,1099,36,37212,18198,19014,856,35054,149,409,186,37,28675,40727,5879,8819,11089,7256,9229,3610,6028,30774,4131,37,372,484,1414,19.4,15773,29174,4875,3051,112,6.1,226993
490,13237,GA,Putnam,11855,8291,3448,821,27,21430,10410,11020,1414,14015,5593,0,107,0,16386,48340,3472,4950,5486,4929,4693,2186,4157,16523,3064,43,193,557,1050,25,9127,16051,3793,1586,0,6.5,139295
491,48479,TX,Webb,68397,25898,41820,15413,355,269624,131657,137967,257491,9437,809,270,1348,0,130541,40442,84932,113242,70641,61744,75495,27502,34242,219474,32085,2966,4584,3235,7280,21.7,102713,203566,46645,18604,809,5.7,1536857
492,13279,GA,Toombs,10914,7872,2939,1523,57,27160,12706,14454,3151,16432,6899,0,244,0,18462,35750,6627,8094,7143,4943,6165,4644,4237,21293,3884,163,462,760,625,19.4,10574,20587,4780,1793,0,10.3,279748
493,47093,TN,Knox,219869,124339,91097,13469,96,452286,219839,232447,18091,374041,39801,905,9498,0,344306,52458,71461,90005,183176,78245,114881,30755,45229,379468,34826,3166,8141,4523,22162,21.9,222748,357758,64677,28946,452,5.5,2487573
494,29229,MO,Wright,8737,7452,1167,620,8,18304,9012,9292,311,17444,110,37,92,0,13717,31290,4576,6443,4192,3569,3514,2947,4082,14167,1904,0,787,439,1007,27.6,6631,12904,2837,2434,128,8.4,153754
495,46051,SD,Grant,3745,2618,1056,326,2,7133,3652,3481,128,6698,0,243,7,0,5396,56276,542,599,2033,1134,1769,1277,920,5592,842,7,300,43,342,12.3,3718,5628,813,685,14,3.3,23539
496,5107,AR,Phillips,6155,2393,3561,781,16,19518,9210,10308,332,6753,12257,0,20,0,14300,26652,6441,10403,5055,3962,4938,2010,3552,14795,3474,20,449,410,390,18.2,6718,12823,5289,1366,20,15.7,306433
497,17187,IL,Warren,7916,4671,3087,570,9,17429,8439,8990,1603,14710,488,0,401,0,12860,47278,2405,3364,5473,3329,3486,1516,3643,13629,1638,122,837,331,854,17.9,8248,14030,2057,1290,35,6.6,115031
498,26097,MI,Mackinac,7015,4304,2632,171,0,10836,5474,5362,173,7997,249,1831,65,0,8849,42559,1669,2265,2666,2785,2590,1300,1495,7358,813,260,769,910,737,20.7,4552,7607,2254,975,0,10.5,113778
499,19175,IA,Union,6171,4010,2061,291,5,12497,6061,6436,350,11810,150,37,87,12,9500,47597,1725,2000,3424,2262,2462,775,3587,9985,1287,50,587,87,487,17.5,6205,9585,1825,1062,37,4.3,53737
