,FIPS,State,County,total_votes,GOP,DEM,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Unemployed
120,18169,IN,Wabash,14598,10762,3494,563,11,31848,15568,16280,796,30096,287,223,64,0,24832,49052,4236,7229,9650,5796,6370,3280,6752,27580,1529,223,1465,159,892,19.6,15079,27039,3057,1656,127,5.5,175164
121,21047,KY,Christian,23863,15080,8296,2025,29,72438,38426,34012,5433,48026,14777,362,942,217,51551,41849,14270,18037,20138,14777,16081,6157,15284,56647,6230,362,6447,1376,1376,17.3,24118,54836,12749,4781,145,8,579504
122,17087,IL,Johnson,6442,5052,1280,408,0,12899,7342,5557,426,10925,1432,13,13,0,10465,45743,1793,2038,4695,2618,2747,1406,1445,10758,671,13,542,168,761,25,4165,8746,3251,864,39,7.5,96743
123,36017,NY,Chenango,17241,11736,5126,425,7,48763,24382,24381,1024,46276,439,146,195,0,38105,48567,7071,9216,15946,8582,10191,5266,8777,37645,5559,195,2389,536,2438,24.1,21665,33988,10533,4096,146,6.7,326712
124,10003,DE,New Castle,287633,88364,195034,13259,353,555036,268818,286218,53283,324696,133764,1110,29972,0,403642,68336,66049,88251,243661,94356,129878,39408,48288,446804,42738,22201,13321,6105,23312,25.7,269164,470115,66604,17761,555,6.5,3607734
125,48331,TX,Milam,10523,7950,2475,550,8,24479,12194,12285,6316,15397,2056,24,122,0,17688,41768,3917,6242,7074,4357,5018,4406,3623,19779,3256,73,147,73,1151,27.2,9527,17894,4724,1811,73,5.5,134635
126,54041,WV,Lewis,7457,5782,1538,110,2,16371,8198,8173,213,15814,33,65,65,0,12782,39793,3241,5010,3978,3143,4142,2685,2423,13653,1392,0,311,622,409,28.2,6279,12557,2816,982,0,7.5,122783
127,27127,MN,Redwood,8290,5775,2358,317,12,15430,7819,7611,478,13517,123,694,463,0,11575,51871,1821,2654,5107,3009,2916,1975,2423,11881,1188,139,663,154,1420,17.9,7533,11696,1821,1867,46,3,46290
128,17097,IL,Lake,323706,120938,196479,22618,522,704476,351847,352629,148644,442411,46495,704,50018,0,466915,82613,59880,81015,297993,107785,174710,41564,81719,542447,56358,30997,19725,8454,45791,30,347792,603736,68334,30997,2113,6.3,4438199
129,16011,ID,Bingham,20094,15295,4124,1664,23,45369,22732,22637,8121,33573,136,2223,408,0,29477,51307,5943,7985,14155,7985,9301,7123,6760,35161,5444,907,817,817,2178,21.9,19417,34027,8076,3085,181,5.2,235919
130,54015,WV,Clay,3365,2679,641,65,3,8901,4443,4458,27,8696,0,45,0,9,6871,34242,2243,2181,2190,1985,1362,1709,1664,6507,1869,62,116,53,294,45.1,2516,6400,2056,392,62,10.8,96131
131,18071,IN,Jackson,19238,14555,4302,1299,20,43779,21861,21918,2802,39095,482,131,832,0,31621,49080,6830,8493,12171,6830,10025,3940,10813,36643,4378,175,700,1051,832,20.5,20125,37168,4334,2058,219,6.2,271430
132,48143,TX,Erath,16837,13669,2914,1065,17,41016,20118,20898,8449,30926,656,205,328,0,30429,47013,9270,8818,13166,8859,7998,4963,6070,33551,4184,123,1025,287,1846,19.9,19076,31582,5742,3404,246,4.3,176369
133,13111,GA,Fannin,14850,12169,2571,841,27,24480,11852,12628,539,23329,49,24,147,24,20090,43344,3868,4382,7246,5043,5753,3354,3060,18727,3745,49,245,392,1322,26.9,9299,18017,3452,2962,49,8.3,203184
134,39061,OH,Hamilton,417408,173015,238101,19030,349,808703,389496,419207,24261,532935,207028,809,19409,809,600197,52389,137480,200558,334803,143140,190854,46905,93001,645345,64696,30731,23452,8087,36392,23.2,394387,689015,82488,36392,809,7,5660921
135,13273,GA,Terrell,4416,2004,2376,341,32,8978,4229,4749,242,3187,5441,0,18,0,6774,32219,3169,5126,1930,1580,2352,1167,1948,7066,1212,36,269,63,332,24.9,3368,6698,1436,835,0,10.4,93371
136,41055,OR,Sherman,1197,914,257,21,0,1635,864,771,74,1499,13,13,2,0,1361,42074,224,226,536,247,319,245,286,1149,165,5,108,34,177,22.3,753,1091,329,208,8,4.9,8012
137,39111,OH,Monroe,7066,5392,1597,201,18,14239,7140,7099,71,14082,14,0,14,0,11225,43299,2805,4912,3446,1908,3360,2819,2691,11875,1353,242,498,43,242,33.9,5341,11306,1908,997,14,5.9,84010
138,45033,SC,Dillon,13101,6582,6436,1336,48,31073,14568,16505,839,14325,14418,621,93,0,22716,30866,9508,14076,6774,5842,7737,2859,7830,22777,6463,0,435,280,1150,23.7,11332,25107,4661,1274,0,9.1,282764
139,17065,IL,Hamilton,4316,3429,821,148,2,8259,4045,4214,25,8168,50,8,8,0,6401,47293,1148,1528,2494,1536,1784,1189,1264,6549,975,157,157,66,347,27.7,3751,6368,1206,661,25,4,33036
140,12071,FL,Lee,393854,233242,157672,23685,518,700165,342731,357434,141433,478913,57414,1400,10502,0,515732,52052,104325,174341,212850,151936,193946,82619,58114,559432,67916,5601,7002,20305,39209,27.2,287128,582537,72117,43410,1400,7.1,4971172
141,21163,KY,Meade,14110,10184,3632,422,4,28452,14477,13975,1081,25465,910,228,171,0,21436,53732,3727,4751,8422,4552,5577,4666,5235,24696,2475,114,199,142,825,30.7,11827,21538,5918,996,0,8.2,233306
142,13115,GA,Floyd,38588,27120,10972,4114,61,96471,46770,49701,10226,68880,13892,96,1447,0,69367,46096,17461,24021,27977,19584,21224,10033,17654,79396,7814,482,2605,1544,4631,22.3,41473,79203,12831,4341,96,7.5,723533
143,1129,AL,Washington,8861,6554,2253,774,12,16746,8342,8404,84,10902,4120,1256,151,0,12796,42185,3684,5744,3450,2629,3667,3232,3751,13933,2261,0,33,218,301,35.2,5710,13229,2612,871,50,11,184206
144,16071,ID,Oneida,2451,2148,249,64,0,4284,2136,2148,180,4014,4,17,0,0,2965,43491,540,857,1298,707,647,698,934,3299,608,0,176,34,171,24.6,1693,3007,981,283,13,5.4,23134
145,29127,MO,Marion,13370,9910,3201,1008,14,28703,13841,14862,459,25890,1406,57,201,29,21827,44098,5281,7118,8697,5339,5913,3530,5224,24053,2095,115,890,373,1206,18.6,13150,22934,3846,1894,29,6.5,186570
146,37105,NC,Lee,28851,16388,12076,2157,20,59805,29055,30750,11542,34807,11303,419,598,0,40882,49272,10466,15310,17882,10227,12559,6818,12260,50475,6638,179,538,299,1615,24.7,26983,47366,9569,2691,179,7.4,442557
147,17031,IL,Cook,2123897,517811,1572859,193102,5500,5238541,2540704,2697837,1314874,2236857,1225819,5239,361459,0,3538445,59426,832928,1204864,2058747,937699,1236296,314312,686249,3232180,424322,990084,230496,125725,235734,32.9,2521437,4410852,581478,240973,5239,8.7,45575307
148,18155,IN,Switzerland,4152,3133,964,110,0,10617,5497,5120,149,10160,85,0,53,0,7897,43468,2092,2856,1762,2463,2113,1954,2325,8387,1370,0,127,117,605,37.4,4378,8377,1582,658,0,6.6,70072
149,18017,IN,Cass,15185,10551,4301,2403,26,38248,19091,19157,5584,30981,535,115,574,0,26823,45558,5316,7879,8950,6579,7114,4207,11398,32243,3787,229,574,574,841,20.6,17137,31708,4857,1645,38,6.4,244787
150,6091,CA,Sierra,1930,1142,730,6,0,2885,1488,1397,291,2510,3,29,0,0,2419,44190,355,306,871,528,505,560,421,1919,329,0,98,20,522,29.6,1149,1373,1013,436,66,5.3,15291
151,48167,TX,Galveston,153843,93306,58247,12703,169,321184,158564,162620,76763,186287,40148,964,10599,0,225661,65702,44645,63273,132007,56528,70660,30191,31797,259838,33724,2891,6424,6102,11884,28,149076,247312,53638,19592,321,6.5,2087696
152,47007,TN,Bledsoe,5758,4725,971,1047,4,14413,8385,6028,303,12856,577,159,43,0,11715,40450,2983,3791,3675,2176,2710,2738,3113,11040,1989,86,562,144,591,30.4,5270,10104,2811,1499,0,8.4,121069
153,50023,VT,Washington,609,283,306,137,2,58691,28997,29694,1115,55404,470,176,352,0,46565,60602,6926,10623,26235,9156,13029,5458,4813,43901,5458,646,3580,822,4226,22.9,31703,43197,10212,5223,59,3.9,228895
154,55061,WI,Kewaunee,12095,7927,3976,1176,8,20378,10331,10047,550,19359,102,61,82,0,15626,60320,1875,2262,6358,2547,4076,3260,4157,16710,1773,61,672,163,999,23,10520,16893,1936,1528,41,3.5,71323
155,26055,MI,Grand Traverse,60226,30502,28682,874,14,91222,44860,46362,2463,84472,1003,821,547,91,71300,58229,8849,10491,33478,16785,23535,7024,10308,73342,8210,912,2098,1733,5017,20.5,45390,76262,7845,6842,274,5.4,492599
156,18173,IN,Warrick,33884,21324,11919,2212,66,61581,30490,31091,1108,57147,985,123,1540,0,45709,66080,4742,6220,24201,8868,13301,6220,8991,54438,4188,185,616,616,1601,23.6,31003,52529,6404,2525,123,3.4,209375
157,48337,TX,Montague,9812,8613,1097,299,6,19406,9512,9894,2076,16747,39,58,19,0,14259,46592,3008,4211,5046,2930,4425,3668,3357,16107,1999,116,310,78,776,24.3,7938,15816,2193,1320,97,6.6,128080
158,12123,FL,Taylor,10122,7748,2299,1496,18,22350,12547,9803,916,16047,4783,112,89,45,17778,37188,3665,4761,5945,4962,5275,2682,3487,18081,3285,0,201,603,156,24.2,6861,16137,4738,1475,0,5.9,131865
159,39059,OH,Guernsey,17806,13077,4498,439,8,39414,19544,19870,434,37364,473,79,118,0,30380,42744,7962,13204,10760,6937,8908,4927,7883,33896,2877,118,670,591,1301,24.4,16454,31531,5242,2601,79,8.5,335019
160,49025,UT,Kane,3869,2777,1005,0,0,7246,3656,3590,326,6645,7,94,29,14,5526,50266,804,710,2217,1587,1985,804,659,5550,601,0,420,275,391,12.5,3152,5181,1543,442,80,4,28984
161,20033,KS,Comanche,904,745,126,20,0,1741,841,900,146,1581,0,0,0,0,1284,51563,141,265,676,303,320,268,174,1462,117,0,75,10,75,13.4,923,1240,333,145,24,1.8,3134
162,21013,KY,Bell,10044,8140,1789,825,17,27469,13385,14084,82,25958,906,27,55,0,21558,23558,10438,13542,6757,5219,6153,3763,5576,20822,4285,27,797,714,797,20.6,7559,21371,4642,1401,27,9,247221
163,46061,SD,Hanson,2388,1793,557,110,1,3404,1714,1690,0,3196,157,37,0,0,2316,62448,221,194,1219,500,664,483,541,2723,310,7,89,14,262,19.5,1638,2533,473,385,14,0.4,1362
164,13011,GA,Banks,8801,7795,932,574,8,18363,9245,9118,1175,16233,459,37,220,0,13533,42182,2626,3287,4554,3122,4113,3012,3581,14801,2295,0,367,110,808,30.2,7796,14782,2130,1285,165,6.6,121196
165,1083,AL,Limestone,48754,34337,13510,3108,34,91695,45889,45806,5318,70789,12012,642,1100,0,68544,52831,13571,18339,33102,14213,19714,10362,14396,80967,6877,92,458,734,2567,25.7,38944,70880,14946,5685,183,7.1,651035
166,8051,CO,Gunnison,10887,3599,6976,322,7,16215,8795,7420,1476,14172,49,130,81,16,13020,52651,2286,1151,5383,3746,3097,2643,1346,9356,1703,486,2627,1394,632,14.2,9429,11626,2919,1492,195,7.3,118370
167,40037,OK,Creek,30505,23294,6577,1651,39,70899,35142,35757,2765,54450,1560,8295,425,0,53042,47147,10777,16023,20986,12195,15740,8650,13329,59981,6097,213,638,567,3474,24.9,30227,57854,9288,3616,142,4.2,297776
168,46087,SD,McCook,2900,2068,769,302,1,5515,2784,2731,176,5217,44,28,0,0,3964,60808,513,557,1831,915,1324,833,618,4329,485,44,193,33,430,24.7,2882,4180,546,761,33,2.5,13788
169,39071,OH,Highland,19303,15369,3741,580,9,43031,21262,21769,387,41095,516,86,172,0,32478,42333,9295,13942,11790,6627,8348,5164,11059,35027,4776,215,947,387,1678,29.2,17468,33693,5121,4131,86,7.3,314126
170,51113,VA,Madison,8129,5300,2698,145,3,13108,6369,6739,315,11142,878,0,157,0,10223,52287,1285,996,4221,2268,3264,1730,1612,10368,1442,39,288,301,669,30.5,6097,9267,2399,1442,0,5.6,73405
171,5117,AR,Prairie,3465,2764,646,248,4,8309,4132,4177,50,7063,1113,33,0,0,6602,41244,1396,1944,2335,1305,1620,1022,2027,6539,956,0,183,224,407,26.8,3454,6282,1221,706,100,7.6,63148
172,37147,NC,Pitt,86217,38515,46607,6331,41,176484,83309,93175,10589,97243,60534,353,3000,0,132495,43526,42886,51004,66005,37238,40062,12707,20472,148247,14295,1941,3000,1941,7059,20.6,82142,136246,32650,7412,176,10.1,1782488
173,21101,KY,Henderson,20688,12730,7639,1405,29,46252,22409,23843,1110,40239,3284,46,185,0,35146,43458,8927,12904,13228,8002,10453,4810,9759,40193,3608,231,740,370,1110,20.8,20942,38065,6059,2035,46,4.8,222010
174,28041,MS,Greene,5748,4740,952,488,18,13801,8077,5724,152,9951,3533,28,0,0,10905,48029,2084,1822,4817,1477,2857,2470,2181,11289,1849,0,124,400,152,33.9,3972,9481,3464,869,0,11.7,161472
175,13247,GA,Rockdale,44686,13012,31244,2175,41,88482,41755,46727,9025,30615,45126,88,1770,177,62080,54175,14423,21678,30172,15307,21501,7698,13715,68131,12918,1416,885,1239,3805,29.5,38732,66804,16900,4601,177,8.7,769793
176,48435,TX,Sutton,1557,1222,322,114,3,3894,2127,1767,2313,1526,4,0,0,39,2658,60996,253,214,1231,506,724,763,670,3283,374,0,55,16,167,19.7,1827,2920,533,432,8,5.9,22975
177,56039,WY,Teton,14677,4341,9848,814,1,22923,12169,10754,3438,18682,115,69,504,0,16692,80049,1559,642,9032,5822,3897,2682,1490,15656,1536,871,2682,871,1307,14.3,14492,18820,2613,1490,0,1.3,29800
178,19121,IA,Madison,9806,6507,3134,397,3,15720,7870,7850,283,15075,31,0,173,0,11541,60077,1148,723,5942,2499,3144,1996,2138,12733,1399,47,377,63,1100,28.2,7971,12780,1886,1053,0,5.2,81744
179,55117,WI,Sheboygan,66003,37609,27101,5290,31,115094,57875,57219,7136,97945,1842,230,6215,0,86298,56114,9438,12430,34528,18760,24170,9323,28313,96103,8517,345,3453,2072,4489,18.2,59570,100132,9783,4949,115,4.4,506414
180,23017,ME,Oxford,2325,1456,807,179,2,57230,28290,28940,687,54712,172,172,343,0,45561,44582,8699,12648,15853,11904,11904,8356,9157,46585,5723,114,1316,572,2862,28.4,25524,44525,6925,5609,114,6.3,360549
181,21133,KY,Letcher,9135,7226,1799,323,2,23011,11267,11744,161,22482,69,46,46,0,17967,30293,7018,9803,8123,3659,5085,3106,3037,19352,2094,161,368,161,874,25.6,7058,17327,4556,1059,69,12.2,280734
182,41071,OR,Yamhill,57723,28933,26668,1043,15,102366,51188,51178,16071,79436,921,819,1433,205,73373,58392,14024,19961,33781,19859,21190,11465,16071,76979,11874,717,5221,1740,5732,25.9,45842,83121,12079,6961,205,6.6,675616
183,40001,OK,Adair,7108,5585,1387,855,11,22136,10987,11149,1417,9031,66,9231,133,44,16050,33366,6818,9518,5291,3896,4294,3099,5578,18683,1882,22,620,221,708,23.1,8130,15849,4516,1660,111,5.5,121748
184,47039,TN,Decatur,5250,4229,904,689,11,11681,5744,5937,374,10711,339,0,35,0,9127,36427,2640,4007,3504,2184,2406,1460,2114,9625,1075,35,105,199,642,26.9,4497,7873,2406,1332,58,9.7,113306
185,28143,MS,Tunica,3494,912,2525,541,17,10276,4818,5458,72,2004,8067,0,92,0,7036,32052,2775,4069,2353,3360,2405,421,1747,8909,843,82,206,164,62,21.5,4213,8252,1757,247,21,10.2,104815
186,35006,NM,Cibola,8903,3975,4745,658,23,27049,13678,13371,10279,5410,270,10603,108,0,19394,36089,7709,10874,7601,7276,6086,3273,2813,18853,3598,108,839,1623,2029,23.4,9600,17230,7817,1948,54,16,432784
187,48361,TX,Orange,35974,29170,6354,2267,46,83909,41505,42404,5958,68302,6964,252,923,0,61569,53667,11915,15691,24669,13174,19551,11747,14684,72665,7048,168,1426,1175,1426,23.9,36743,68721,11076,3944,84,6,503454
188,51107,VA,Loudoun,223599,82088,138372,8048,132,374558,185575,188983,50565,216120,26968,749,64049,375,231130,129588,13859,13484,214622,49442,74537,16855,19102,289159,34459,13859,6367,4120,26219,33.7,201528,294777,62926,16481,375,3.8,1423320
189,28005,MS,Amite,5974,3781,2114,436,13,12574,6133,6441,25,7205,5281,0,38,0,9902,30129,2867,3709,3068,2414,2075,2414,2590,10210,1521,277,50,176,339,37.1,4550,9028,2175,1283,88,10.8,135799
190,28137,MS,Tate,12923,8619,4122,1268,39,28333,13879,14454,708,18360,8500,28,85,28,21279,46233,5468,8047,8188,4363,6658,4052,5072,23998,2947,0,312,340,708,32.1,11649,23375,3853,1077,28,7.7,218164
191,19143,IA,Osceola,3325,2688,600,319,0,6149,3099,3050,455,5559,80,0,6,6,4509,53604,701,1144,1968,1015,1015,1162,990,4802,695,12,221,98,320,19.1,3197,4655,701,781,12,1.7,10453
192,46029,SD,Codington,13161,8958,3837,1666,15,27963,14163,13800,587,26062,140,475,168,0,21007,52025,3272,3495,7662,4390,7802,2852,5229,23461,2125,84,587,224,1510,14.4,15522,22790,3076,2013,84,2.5,69908
193,29205,MO,Shelby,3355,2699,592,112,1,6084,3053,3031,103,5835,122,0,6,0,4624,42593,943,1673,1685,955,1284,1101,1059,4691,493,18,353,30,499,21.5,2938,4539,754,785,12,4.8,29203
194,13199,GA,Meriwether,10877,6524,4287,599,16,21152,10134,11018,444,11909,8122,42,127,0,16365,36368,4802,6557,5013,3384,4188,3490,5076,17006,2961,127,402,212,444,33,8165,15906,3554,1608,106,8.1,171331
195,48217,TX,Hill,14843,11869,2829,858,16,35098,17374,17724,7020,25025,2211,70,105,70,25134,45970,6142,9476,9196,6598,7967,4984,6353,28043,4317,0,491,597,1615,28.5,14579,27376,4914,2738,105,8.1,284294
196,39045,OH,Fairfield,81564,49714,30634,3097,58,151526,75440,76086,3031,131979,10758,152,2424,0,112986,63424,15001,19547,55307,25759,38033,12122,20304,129403,12122,606,2273,1364,5910,28.3,71254,121372,22880,6970,303,5.1,772783
197,45071,SC,Newberry,18631,11443,6958,1703,54,37914,18494,19420,2768,22673,11981,114,76,0,28217,39600,7507,12132,9516,6825,8379,4588,8644,33213,2768,38,1024,38,834,24.6,16259,30066,6066,1744,0,8.1,307103
198,36087,NY,Rockland,116024,63830,50926,18265,684,325027,159227,165800,56230,205417,37378,325,19502,0,207456,88571,46154,79307,143987,62730,74756,21777,21777,228494,35753,27952,11051,5525,16251,31,149868,255471,51029,18202,0,6.3,2047670
199,30077,MT,Powell,3187,2347,752,183,0,6852,4243,2609,144,6167,41,288,75,0,5859,44352,1000,1692,2789,1405,932,1089,637,4906,486,7,445,41,980,21.8,2552,4358,1740,747,14,1.5,10278
200,31123,NE,Morrill,2558,2113,386,134,0,4903,2460,2443,755,4025,39,25,5,0,3565,44201,461,559,1417,848,1044,1015,579,3589,569,15,226,54,446,17.8,2417,3359,1025,500,25,3.7,18141
201,27043,MN,Faribault,7892,5191,2531,268,0,13966,6975,6991,894,12793,28,14,42,0,10700,50847,1606,2290,4567,2151,2765,1927,2542,11187,1159,28,559,112,922,18.8,7091,10642,1578,1690,70,2.8,39105
202,20165,KS,Rush,1748,1425,291,98,0,3119,1540,1579,97,2941,0,6,19,0,2471,43594,209,69,1095,589,593,471,368,2336,309,0,168,50,256,19,1505,1850,758,487,25,4.9,15283
203,46067,SD,Hutchinson,3767,2944,762,252,2,7277,3616,3661,138,6920,29,102,15,0,5474,49583,946,1244,2547,1172,1477,1113,968,5232,386,0,575,167,924,16.6,3592,5145,851,1252,29,5.3,38568
204,30079,MT,Prairie,744,603,126,33,0,1325,681,644,17,1306,0,1,0,0,1021,50850,134,183,584,180,219,254,89,804,117,0,155,17,233,12.8,626,595,379,323,28,2.5,3313
205,48367,TX,Parker,75434,61584,12789,2528,52,125963,62545,63418,14486,106313,1638,630,630,0,91539,70608,11589,15997,48244,17635,30609,15242,14234,104297,11966,252,1260,1889,6424,31.7,58626,96488,18391,10707,378,5.5,692797
206,28075,MS,Lauderdale,30811,17812,12668,2658,135,78221,38002,40219,1721,41535,33479,78,548,0,58785,41340,16818,26126,26595,13219,20025,8448,9856,64923,8839,0,2112,1330,939,19.8,32021,60699,13532,3598,391,7.2,563191
207,48037,TX,Bowie,38194,27053,10692,2040,77,93635,47173,46462,6929,60395,22379,749,936,0,69154,46283,16761,24720,29870,17603,22472,10487,13296,82961,5524,281,843,1685,2341,17.9,36668,72754,16948,3933,0,7.3,683536
208,36113,NY,Warren,27625,15200,11811,468,33,64701,31717,32984,1553,60948,712,129,647,65,51635,60222,6405,8411,23098,12940,16111,5241,7247,53184,5564,582,2135,1035,2200,22.8,32518,48526,11452,4723,65,4.8,310565
209,4013,AZ,Maricopa,2063663,993691,1038364,159781,3606,4155501,2055464,2100037,1271583,2339547,211931,62333,162065,8311,2778337,58580,652414,934988,1554157,752146,1109519,349062,394773,3174803,452950,91421,62333,103888,265952,25.8,1929015,3440755,461261,245175,4156,6,24933006
210,8019,CO,Clear Creek,6290,2618,3495,93,1,9257,4752,4505,565,8322,83,9,83,19,7523,68534,629,713,3471,1648,2240,1194,704,6137,1037,46,370,287,1379,30.3,5248,6267,1750,1213,19,3.2,29622
211,6099,CA,Stanislaus,195857,94152,97430,17979,401,535684,264824,270860,241058,232487,13392,2143,28927,3214,331295,54260,92138,124279,145706,96423,127493,77138,89459,431226,58390,4285,8035,9107,24641,28.2,219505,425333,73924,35891,1071,11.8,6321071
212,29159,MO,Pettis,19069,13835,4776,1795,24,42309,20777,21532,3639,36090,1185,42,254,42,30029,43097,7277,9646,11804,7869,8800,4231,9604,35413,3808,254,762,212,1819,18.3,18739,34736,4485,3046,85,5.8,245392
213,13321,GA,Worth,9286,6831,2395,612,35,20809,10171,10638,416,14025,5868,104,62,0,15850,40369,4474,6659,5639,3433,4828,3184,3704,18125,1373,0,62,291,957,26.3,8153,15732,3558,1519,0,9.7,201847
214,17155,IL,Putnam,3345,1978,1309,107,0,5771,2957,2814,306,5332,17,0,23,0,4532,64741,514,1166,1835,1010,964,750,1212,5084,387,0,98,58,144,23.7,2983,4721,727,329,0,5.2,30009
215,48249,TX,Jim Wells,13507,7389,6025,1726,52,41318,20134,21184,33137,7561,207,41,248,41,28280,41103,9503,13387,11817,7768,8388,7065,6280,34624,3967,0,1074,413,1322,28.6,16282,32435,5413,3471,0,5.3,218985
216,48295,TX,Lipscomb,1351,1203,131,74,1,3495,1880,1615,1045,2307,14,24,24,0,2216,59583,367,472,1104,367,619,671,737,2981,294,0,119,14,87,20.2,1653,2405,622,458,10,5.2,18174
217,48043,TX,Brewster,4805,2451,2251,256,5,9220,4464,4756,4075,4767,9,157,101,0,7083,38906,1005,701,3301,2425,1660,1042,793,6574,1779,0,249,175,443,13.8,4151,5274,3107,682,157,7.1,65462
218,6027,CA,Inyo,9147,4436,4495,241,15,18195,9172,9023,3894,11554,164,1965,273,36,13620,51500,1856,2420,5731,4185,4076,2638,1583,12627,2274,237,1310,946,819,16.9,8275,11190,5477,1528,0,5.2,94614
219,5059,AR,Hot Spring,12503,9178,3053,2297,37,33480,17294,16186,1138,27721,3649,100,100,0,26167,40626,5290,6596,10178,5993,7433,4620,5256,28224,3951,201,469,167,469,26.1,13378,26550,5122,1707,134,6.2,207576
220,17025,IL,Clay,6896,5626,1129,350,14,13393,6602,6791,188,12911,94,13,94,0,10402,47427,1875,2384,3281,2022,2652,1754,3683,11438,1138,147,161,174,335,20.6,6348,10915,1580,897,0,5,66965
221,16081,ID,Teton,6347,2858,3318,305,2,10776,5692,5084,1832,8739,22,22,11,0,7158,55986,894,1228,3782,2597,1767,1918,711,7565,1800,97,237,172,894,27.9,5607,8653,1218,905,0,6.2,66811
222,8073,CO,Lincoln,2630,2118,467,25,0,5520,3522,1998,1253,3665,497,55,11,17,4226,44725,773,834,2042,1236,1303,519,420,3991,640,0,282,110,497,17.3,1453,3064,1606,800,50,3.7,20424
223,37049,NC,Craven,52826,30943,21098,2441,62,103374,52488,50886,7340,68227,21709,517,2894,0,78048,49391,15920,26567,34217,21088,22742,12508,12922,83733,11475,207,2998,1861,3205,21.6,40286,74636,23673,4859,103,8.1,837329
224,54003,WV,Berkeley,49146,32062,16075,1692,18,111610,54961,56649,4464,94422,8036,112,1228,112,83250,59480,14509,20983,37836,19197,27121,10603,16742,92190,12947,893,1116,223,4241,31.2,52254,82815,24331,4130,223,8.3,926363
225,17119,IL,Madison,135686,75272,56845,7751,160,266153,129987,136166,8251,227561,22357,532,2395,0,204598,56536,35931,48440,92887,47375,65207,23421,37261,227561,18098,4791,3460,1863,10114,24.8,125596,220907,34334,10646,266,7.4,1969532
226,30033,MT,Garfield,813,764,41,30,0,1086,560,526,2,1084,0,0,0,0,861,47188,55,20,579,97,182,175,53,724,41,5,87,28,199,12,576,453,198,400,36,0,0
227,28003,MS,Alcorn,15639,12689,2741,1130,12,37242,18345,18897,1117,30985,4357,0,112,0,27984,38919,7299,8975,10875,5549,8491,3948,8379,31991,3948,112,372,186,633,22.4,14884,30203,5177,1862,37,8.6,320281
228,1091,AL,Marengo,10882,5337,5476,1066,23,19743,9235,10508,79,8904,10681,20,0,0,15131,32255,5054,7206,5844,3475,4047,2251,4126,17374,1125,0,237,454,553,25.5,6645,15321,3376,888,158,12.8,252710
229,54085,WV,Ritchie,4283,3649,586,53,0,10005,5005,5000,30,9865,0,0,0,0,7968,41497,1851,2671,2021,2101,2161,1501,2221,8594,860,20,210,100,220,25.6,3734,7734,1891,390,0,8.5,85043
230,13205,GA,Mitchell,8963,4935,3995,850,46,22574,11748,10826,993,10452,10723,23,68,23,16796,34122,6118,8917,6140,4357,4853,2348,4876,17563,3702,23,497,384,406,23.5,7927,16705,4221,1603,45,15.2,343125
231,54025,WV,Greenbrier,15850,10925,4655,217,4,35523,17349,18174,604,32930,924,0,71,0,28294,40483,6323,8597,11758,7602,7815,3623,4689,28525,4227,142,1137,284,1208,25.2,13947,27815,5364,2309,0,6.8,241556
232,55129,WI,Washburn,10371,6332,3867,267,2,15638,7716,7922,266,14794,78,188,78,0,12572,46592,2033,3268,4723,2846,3378,1908,2799,12589,1314,78,407,203,1032,22,7011,11744,2424,1454,31,5.1,79754
233,40089,OK,McCurtain,11467,9485,1858,1671,41,33026,16268,16758,1882,20839,2642,4227,198,264,24218,34250,7794,10634,7695,6176,6572,4855,7728,28039,3600,231,429,396,330,21.8,12423,25991,4591,2411,33,5.7,188248
234,46095,SD,Mellette,769,449,298,94,1,2062,1017,1045,107,847,0,1093,0,0,1423,31165,878,1268,885,367,260,318,231,1435,186,6,206,0,231,21.9,680,753,913,398,0,6.6,13609
235,37073,NC,Gates,5944,3354,2540,169,3,11601,5662,5939,81,7251,3817,104,46,0,9077,52481,1439,2483,3387,1926,2227,1392,2668,9849,1323,0,58,174,197,36.5,5012,8330,2726,557,0,8.8,102089
236,55081,WI,Monroe,22564,13775,8432,1267,8,45303,22893,22410,1903,41316,680,408,362,0,33266,56479,5708,8743,12594,8019,9967,4893,9831,37284,3488,91,1450,861,2084,19.8,21433,32799,9197,3171,136,4.7,212924
237,48305,TX,Lynn,2293,1853,428,198,6,5785,2957,2828,2731,2852,75,29,17,0,4001,44922,1041,1556,1799,827,1429,1145,584,4397,1064,6,162,0,156,19.1,2419,4327,931,509,17,8.1,46859
238,1051,AL,Elmore,40891,30089,10304,3314,59,80989,39357,41632,2349,59446,17170,243,486,0,61966,54981,10934,16522,28184,10691,21300,8909,11905,69813,8261,81,486,486,1782,28,33054,59041,17332,4535,81,7.3,591220
239,55031,WI,Douglas,24677,10923,13218,843,1,43503,21734,21769,653,39979,522,740,435,0,34319,50730,6177,7396,13790,9136,9788,4133,6656,34628,4263,696,1523,696,1697,22.3,21594,35803,5829,1827,87,5.6,243617
